fid,event_id,geom_ids,survey_dat,survey_d_1,agents,hosts,symptoms,survey_met,trigger_pr,trigger_se,trigger__1,trigger__2,country,silvicultu,sanitary_i,sanitary_1,sanitary_2,pattern_de,pattern_di,pattern_mo,pattern__1,severity_d,severity_1,severity_m,severity_2,is_affecte,dataset_co,SURVEYSTA
750,20356,41576,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
751,20357,41577,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
752,20358,41578,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
753,20359,41579,2017-06-30,exact,Scolytinae,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2017-06-30
754,20360,41580,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2017-06-30
755,20361,41581,2017-06-30,exact,"Cerambycidae,Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
756,20362,41582,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2017-06-30
757,20363,41583,2017-06-30,exact,Scolytinae,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2017-06-30
758,20364,41584,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
759,20365,41585,2017-06-30,exact,Scolytinae,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2017-06-30
760,20366,41586,2017-06-30,exact,Scolytinae,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2017-06-30
761,20367,41587,2017-06-30,exact,"Cerambycidae,Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,3.0,,1,IT-001,2017-06-30
762,20368,41588,2017-06-30,exact,Scolytinae,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
763,20369,41589,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
764,20370,41590,2017-06-30,exact,unknown insects,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2017-06-30
765,20371,41591,2017-06-30,exact,Bursaphelenchus tusciae,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
766,20372,41592,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
767,20373,41593,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
768,20374,41594,2017-06-30,exact,unknown insects,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,3.0,,1,IT-001,2017-06-30
769,20375,41595,2017-06-30,exact,"Bursaphelenchus minutus,unknown insects",Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,3.0,,1,IT-001,2017-06-30
770,20376,41596,2017-06-30,exact,,Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
771,20377,41597,2017-06-30,exact,,Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
772,20378,41598,2017-06-30,exact,,Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
773,20379,41599,2017-06-30,exact,,Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
774,20380,41600,2017-06-30,exact,,Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
775,20381,41601,2017-06-30,exact,"Cerambycidae,Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
776,20382,41602,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
777,20383,41603,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
778,20384,41604,2017-06-30,exact,"Cerambycidae,Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
779,20385,41605,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
780,20386,41606,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
781,20387,41607,2017-06-30,exact,"Cerambycidae,Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2017-06-30
782,20388,41608,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
783,20389,41609,2017-06-30,exact,"Cerambycidae,Scolotinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2017-06-30
784,20390,41610,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
785,20391,41611,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
786,20392,41612,2017-06-30,exact,unknown insects,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2017-06-30
787,20393,41613,2017-06-30,exact,"Cerambycidae,Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,4.0,,1,IT-001,2017-06-30
788,20394,41614,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,4.0,,1,IT-001,2017-06-30
789,20395,41615,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2017-06-30
790,20396,41616,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,3.0,,1,IT-001,2017-06-30
791,20397,41617,2017-06-30,exact,unknown insects,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2017-06-30
792,20398,41618,2017-06-30,exact,unknown insects,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2017-06-30
793,20399,41619,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
794,20400,41620,2017-06-30,exact,Scolytinae,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
795,20401,41621,2017-06-30,exact,unknown insects,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
796,20402,41622,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
797,20403,41623,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
798,20404,41624,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
799,20405,41625,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
800,20406,41626,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
801,20407,41627,2017-06-30,exact,"Cerambycidae,Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
802,20408,41628,2017-06-30,exact,unknown insects,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
803,20409,41629,2017-06-30,exact,"Cerambycidae,Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
804,20410,41630,2017-06-30,exact,"Cerambycidae,Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
805,20411,41631,2017-06-30,exact,unknown insects,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
806,20412,41632,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
807,20413,41633,2017-06-30,exact,Scolytinae,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
808,20414,41634,2017-06-30,exact,Scolytinae,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
809,20415,41635,2017-06-30,exact,Scolytinae,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
810,20416,41636,2017-06-30,exact,"Cerambycidae,Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
811,20417,41637,2017-06-30,exact,unknown insects,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2017-06-30
812,20418,41638,2017-06-30,exact,"Cerambycidae,Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
813,20419,41639,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
814,20420,41640,2017-06-30,exact,"Cerambycidae,Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
815,20421,41641,2017-06-30,exact,unknown insects,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
816,20422,41642,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
817,20423,41643,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
818,20424,41644,2017-06-30,exact,"Cerambycidae,Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
819,20425,41645,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
820,20426,41646,2017-06-30,exact,unknown insects,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
821,20427,41647,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
822,20428,41648,2017-06-30,exact,unknown insects,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
823,20429,41649,2017-06-30,exact,Scolytinae,Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,3.0,,1,IT-001,2017-06-30
824,20430,41650,2017-06-30,exact,Cerambycidae,Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
825,20431,41651,2017-06-30,exact,,Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
826,20432,41652,2017-06-30,exact,Scolytinae,Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2017-06-30
827,20433,41653,2017-06-30,exact,,Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
828,20434,41654,2017-06-30,exact,,Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
829,20435,41655,2017-06-30,exact,,Pinus radiata,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
830,20436,41656,2017-06-30,exact,,Pinus radiata,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
831,20437,41657,2017-06-30,exact,,Pseudotsuga menziesii,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
832,20438,41658,2017-06-30,exact,Cerambycidae,Pinus radiata,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
833,20439,41659,2017-06-30,exact,,Pseudotsuga menziesii,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2017-06-30
834,20440,41660,2017-06-30,exact,,Pseudotsuga menziesii,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
835,20441,41661,2017-06-30,exact,,Pseudotsuga menziesii,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
836,20442,41662,2017-06-30,exact,"Bursaphelenchus minutus,Cerambycidae,Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
837,20443,41663,2017-06-30,exact,Bursaphelenchus minutus,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
838,20444,41664,2017-06-30,exact,"Bursaphelenchus minutus,Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
839,20445,41665,2017-06-30,exact,Bursaphelenchus minutus,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
840,20446,41666,2017-06-30,exact,"Bursaphelenchus minutus,Cerambycidae,Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
841,20447,41667,2017-06-30,exact,"Bursaphelenchus minutus,Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
842,20448,41668,2017-06-30,exact,"Bursaphelenchus minutus,Cerambycidae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
843,20449,41669,2017-06-30,exact,"Bursaphelenchus minutus,Bursaphelenchus teratospicularis,Cerambycidae,Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
844,20450,41670,2017-06-30,exact,"Bursaphelenchus minutus,Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2017-06-30
845,20451,41671,2017-06-30,exact,"Bursaphelenchus minutus,unknown insects",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2017-06-30
846,20452,41672,2017-06-30,exact,unknown insects,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2017-06-30
847,20453,41673,2017-06-30,exact,Scolytinae,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
848,20454,41674,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2017-06-30
849,20455,41675,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2017-06-30
850,20456,41676,2017-06-30,exact,unknown insects,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,3.0,,1,IT-001,2017-06-30
851,20457,41677,2017-06-30,exact,Scolytinae,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
852,20458,41678,2017-06-30,exact,,Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
853,20459,41679,2017-06-30,exact,,Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
854,20460,41680,2017-06-30,exact,Scolytinae,Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
855,20461,41681,2017-06-30,exact,unknown insects,Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
856,20462,41682,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
857,20463,41683,2017-06-30,exact,"Cerambycidae,Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,4.0,,1,IT-001,2017-06-30
858,20464,41684,2017-06-30,exact,unknown insects,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
859,20465,41685,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2017-06-30
860,20466,41686,2017-06-30,exact,unknown insects,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2017-06-30
861,20467,41687,2017-06-30,exact,unknown insects,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2017-06-30
862,20468,41688,2017-06-30,exact,"Bursaphelenchus minutus,unknown insects",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,3.0,,1,IT-001,2017-06-30
863,20469,41689,2017-06-30,exact,"Bursaphelenchus leoni,Bursaphelenchus minutus",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2017-06-30
864,20470,41690,2017-06-30,exact,"Bursaphelenchus minutus,unknown insects",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,3.0,,1,IT-001,2017-06-30
865,20471,41691,2017-06-30,exact,"Bursaphelenchus minutus,Bursaphelenchus sexdentati,unknown insects",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
866,20472,41692,2017-06-30,exact,Bursaphelenchus minutus,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
867,20473,41693,2017-06-30,exact,"Bursaphelenchus minutus,unknown insects",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,4.0,,1,IT-001,2017-06-30
868,20474,41694,2017-06-30,exact,"Bursaphelenchus andrassyi,Bursaphelenchus minutus,Cerambycidae",Abies alba,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
869,20475,41695,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,3.0,,1,IT-001,2017-06-30
870,20476,41696,2017-06-30,exact,,Abies alba,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
871,20477,41697,2017-06-30,exact,unknown insects,Abies alba,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,4.0,,1,IT-001,2017-06-30
872,20478,41698,2017-06-30,exact,,Pinus halepensis,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
873,20479,41699,2017-06-30,exact,,Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
874,20480,41700,2017-06-30,exact,"Bursaphelenchus minutus,Scolytinae",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
875,20481,41701,2017-06-30,exact,,Pinus halepensis,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
876,20482,41702,2017-06-30,exact,,Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
877,20483,41703,2017-06-30,exact,Bursaphelenchus minutus,Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2017-06-30
878,20484,41704,2017-06-30,exact,Scolytinae,Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2017-06-30
879,20485,41705,2017-06-30,exact,"Cerambycidae,Scolytinae",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
880,20486,41706,2017-06-30,exact,Scolytinae,Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
881,20487,41707,2017-06-30,exact,,Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
882,20488,41708,2017-06-30,exact,,Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
883,20489,41709,2017-06-30,exact,,Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
884,20490,41710,2017-06-30,exact,unknown insects,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2017-06-30
885,20491,41711,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
886,20492,41712,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
887,20493,41713,2017-06-30,exact,unknown insects,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
888,20494,41714,2017-06-30,exact,unknown insects,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
889,20495,41715,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
890,20496,41716,2017-06-30,exact,unknown insects,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
891,20497,41717,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2017-06-30
892,20498,41718,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2017-06-30
893,20499,41719,2017-06-30,exact,,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2017-06-30
894,20500,41720,2018-03-30,exact,"Cerambycidae,Neotylenchidae,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,4.0,,1,IT-001,2018-03-30
895,20501,41721,2018-03-30,exact,"Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-03-30
896,20502,41722,2018-03-30,exact,"Cerambycidae,Laimaphelenchus,Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-03-30
897,20503,41723,2018-03-30,exact,Laimaphelenchus,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-03-30
898,20504,41724,2018-04-06,exact,Saprophytes (Engl.),Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-04-06
899,20505,41725,2018-04-06,exact,"Bursaphelenchus minutus,Laimaphelenchus,Neotylenchidae,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-04-06
900,20506,41726,2018-04-06,exact,"Bursaphelenchus tusciae,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-04-06
901,20507,41727,2018-04-06,exact,"Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,3.0,,1,IT-001,2018-04-06
902,20508,41728,2018-04-06,exact,"Laimaphelenchus,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-04-06
903,20509,41729,2018-04-06,exact,"Aphelenchoides,Bursaphelenchus minutus,Laimaphelenchus,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-04-06
904,20510,41730,2018-04-10,exact,Aphelenchoides,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-04-10
905,20511,41731,2018-04-10,exact,"Aphelenchoides,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-04-10
906,20512,41732,2018-04-10,exact,"Aphelenchoides,Bursaphelenchus sexdentati,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-04-10
907,20513,41733,2018-04-10,exact,Aphelenchoides,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-04-10
908,20514,41734,2018-04-10,exact,Saprophytes (Engl.),Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-04-10
909,20515,41735,2018-04-10,exact,Saprophytes (Engl.),Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-04-10
910,20516,41736,2018-04-10,exact,"Aphelenchoides,Neotylenchidae,Saprophytes (Engl.)",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-04-10
911,20517,41737,2018-04-12,exact,Saprophytes (Engl.),Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2018-04-12
912,20518,41738,2018-04-12,exact,"Bursaphelenchus minutus,Neotylenchidae,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2018-04-12
